iter	RMSE
811	0.08605474661
812	0.08592856298
813	0.08584612153
814	0.08569812534
815	0.08559354981
816	0.08550086006
817	0.08528118365
818	0.08519685279
819	0.0850487591
820	0.08491366257
821	0.08484670573
822	0.08474587481
823	0.0846426827
824	0.08450383365
825	0.08434835686
826	0.0842530335
827	0.08424203284
828	0.08403593715
829	0.08393374482
830	0.083858406
831	0.08369758032
832	0.08358419544
833	0.08348741715
834	0.08331266762
835	0.08326627151
836	0.08313306974
837	0.0829770412
838	0.08279641576
839	0.08266813268
840	0.08263175198
841	0.08243578628
842	0.0822688096
843	0.08205489908
844	0.08187161734
845	0.08175159993
846	0.08164080124
847	0.08159847429
848	0.08152035421
849	0.08140057429
850	0.08120904926
851	0.08106931548
852	0.08099050439
853	0.0809665923
854	0.0808739321
855	0.08074518354
856	0.08061621103
857	0.08045315256
858	0.08029625518
859	0.08023021729
860	0.08013777809
861	0.08008708163
862	0.08003648276
863	0.07998674754
864	0.07994354032
865	0.07978127397
866	0.07966634306
867	0.07959011756
868	0.07954458979
869	0.07932770106
870	0.0792905053
871	0.07926087696
872	0.0790866049
873	0.07901514743
874	0.0789218522
875	0.07885322268
876	0.07868665918
877	0.07851182403
878	0.078354397
879	0.0782321363
880	0.07805122961
881	0.07799769467
882	0.0778292001
883	0.07774416194
884	0.07766592993
885	0.07760831425
886	0.07749783643
887	0.07738037681
888	0.07728044361
889	0.07716516752
890	0.07715164915
891	0.07708058057
892	0.07692081589
893	0.0768530749
894	0.07677880706
895	0.07666029037
896	0.07656355841
897	0.07648675152
898	0.07637315162
899	0.0762999918
900	0.07628669944
901	0.0761082044
902	0.07598035415
903	0.07591196933
904	0.07581566512
905	0.0756726838
906	0.07560123094
907	0.07552617718
908	0.07540477741
909	0.07530232564
910	0.07517940755
911	0.07516631141
912	0.07507411135
913	0.07494309045
914	0.07483772174
915	0.07462197732
916	0.0745646511
917	0.07453550938
918	0.07442077426
919	0.07430328159
920	0.07426265801
921	0.07420434212
922	0.07406152972
923	0.07396367698
924	0.07386193588
925	0.07378341319
926	0.07365379665
927	0.07354076814
928	0.07346742289
929	0.07340422303
930	0.07334510465
931	0.07324500527
932	0.07307218256
933	0.07295188883
934	0.07293307879
935	0.07280417491
936	0.07264675794
937	0.07252985435
938	0.0724152046
939	0.07227732527
940	0.07211223502
941	0.07210136336
942	0.07194787293
943	0.07189287457
944	0.07177054141
945	0.0716701293
946	0.07154947393
947	0.07140863769
948	0.07127427144
949	0.07119625982
950	0.07112850003
951	0.07112016921
952	0.07100593736
953	0.07092699639
954	0.07083261898
955	0.07077907051
956	0.07065134121
957	0.07060517845
958	0.0704767819
959	0.07042433823
960	0.07032514219
961	0.07016757532
962	0.07005293014
963	0.07000965719
964	0.06987902361
965	0.06976389289
966	0.06969850487
967	0.06961729326
968	0.06960226968
969	0.06951141173
970	0.06943112194
971	0.06938273157
972	0.06927382174
973	0.06914543659
974	0.06903944879
975	0.06894896534
976	0.06882252497
977	0.06868563981
978	0.06857628033
979	0.0684976726
980	0.06843368697
981	0.0683449704
982	0.06832516747
983	0.06821801555
984	0.06814031335
985	0.06807587005
986	0.06801521037
987	0.06795789929
988	0.06788351156
989	0.06781228872
990	0.06775276693
991	0.06772330487
992	0.06763526624
993	0.06761583726
994	0.067597629
995	0.06743136156
996	0.06736884641
997	0.06724877791
998	0.06723189891
999	0.06717062954
